designation,name,other_id,type,constellation,magnitude,surface_brightness,size,ra_string,dec_string,ra_deg,dec_deg,class
NGC 5990,N/A,UGC 10024,Galaxy,SER,12.4,12.6,1.6',15 46.3,+02 25,236.56816666666668,2.4154166666666668,Sa
NGC 5992,N/A,UGC 10003,Galaxy,BOO,13.7,13,0.9',15 44.4,+41 05,236.08962499999998,41.08636111111112,Sab
NGC 5993,N/A,UGC 10007,Galaxy,BOO,13.1,13,1.2',15 44.5,+41 07,236.11508333333333,41.120805555555556,SBb
NGC 5994,N/A,UGC 10033;Arp 72,Galaxy,SER,13.2,-,0.4',15 46.9,+17 52,236.7219166666667,17.872611111111112,SBbc
NGC 5995,N/A,MCG - 2-40-  4,Galaxy,LIB,14,-,0.9',15 48.4,-13 45,237.10395833333334,-13.757777777777777,Sa
NGC 5996,N/A,UGC 10033,Galaxy,SER,12.8,13.1,1.7',15 47.0,+17 53,236.74533333333335,17.884194444444443,Sc
NGC 5999,N/A,OCL  946,Opn CL,NOR,9,-,3',15 52.1,-56 28,238.03595833333335,-56.47280555555556,I 3 m
NGC 6000,N/A,ESO 450-20,Galaxy,SCO,12.2,13.3,1.9',15 49.8,-29 23,237.45645833333333,-29.386833333333332,SBbc
NGC 6003,N/A,UGC 10048,Galaxy,SER,13.4,13,0.9',15 49.4,+19 02,237.35683333333333,19.032083333333333,SO
NGC 6004,N/A,UGC 10056,Galaxy,SER,12.3,13.4,1.8',15 50.4,+18 56,237.59466666666668,18.93927777777778,SBc
NGC 6005,N/A,OCL  945,Opn CL,NOR,10.7,-,3',15 55.8,-57 26,238.95291666666665,-57.43738888888888,I 2 p
NGC 6007,N/A,UGC 10079,Galaxy,SER,13.2,13.8,1.7',15 53.4,+11 58,238.3465833333333,11.959194444444444,Sc Ring
NGC 6008,N/A,NGC 6008A,Galaxy,SER,13,13.6,1.4',15 52.9,+21 06,238.23345833333332,21.1005,SBb
NGC 6008A,N/A,NGC 6008,Galaxy,SER,14,-,1.4',15 52.9,+21 06,238.225,21.1,SBb
NGC 6010,N/A,UGC 10081,Galaxy,SER,12.6,12.4,2',15 54.3,+00 33,238.57979166666667,0.5430555555555555,Sa
NGC 6011,N/A,UGC 10047,Galaxy,UMI,13.5,13.8,2',15 46.5,+72 10,236.63704166666668,72.16922222222223,Sb
NGC 6012,N/A,UGC 10083,Galaxy,SER,12,13.1,2.1',15 54.2,+14 36,238.55808333333334,14.60125,SBab
NGC 6013,N/A,UGC 10080,Galaxy,HER,13.6,13.5,1.4',15 52.9,+40 39,238.22016666666667,40.64672222222222,SBb
NGC 6014,N/A,IC 4586,Galaxy,SER,12.2,13.2,1.7',15 56.0,+05 56,238.98916666666668,5.931888888888889,SO
NGC 6015,N/A,UGC 10075,Galaxy,DRA,11.1,13.6,5.4',15 51.4,+62 18,237.855125,62.310027777777776,Sc
NGC 6017,N/A,UGC 10098,Galaxy,SER,13.1,12.3,0.8',15 57.3,+06 00,239.3143333333333,5.998388888888889,S
NGC 6018,N/A,UGC 10101,Galaxy,SER,13.4,13.3,1.4',15 57.5,+15 52,239.37404166666664,15.872611111111112,Sa
NGC 6020,N/A,IC 1148,Galaxy,SER,12.7,13.1,1.4',15 57.1,+22 24,239.28391666666664,22.40458333333333,E3
NGC 6021,N/A,UGC 10102,Galaxy,SER,13.1,13.1,1.4',15 57.5,+15 57,239.377875,15.956055555555555,E5
NGC 6023,N/A,UGC 10106,Galaxy,SER,13.1,13.4,1.4',15 57.8,+16 19,239.45674999999997,16.310194444444445,E3
NGC 6026,N/A,PK 341+13.1,Pln Neb,LUP,12.5,12.3,54'',16 01.4,-34 33,240.33712500000001,-34.54422222222222,4
NGC 6027A,N/A,UGC 10116,Galaxy,SER,13.9,12.5,0.7',15 59.2,+20 45,239.79641666666666,20.75486111111111,Sa
NGC 6027E,N/A,UGC 10116,Galaxy,SER,13.4,12.1,0.8',15 59.2,+20 46,239.81033333333332,20.765916666666666,SO
NGC 6028,N/A,NGC 6046,Galaxy,HER,13.5,13.8,1.3',16 01.5,+19 22,240.37066666666664,19.35988888888889,Sa Ring
NGC 6030,N/A,UGC 10139,Galaxy,HER,12.8,12.5,1.2',16 01.9,+17 57,240.46425000000002,17.9575,SO
NGC 6031,N/A,OCL  951,Opn CL,NOR,8.5,-,2',16 07.6,-54 01,241.8974166666667,-54.014944444444446,I 2 p
NGC 6032,N/A,UGC 10148,Galaxy,HER,13.5,13.4,1.6',16 03.0,+20 57,240.75466666666665,20.955944444444444,SBb
NGC 6033,N/A,UGC 10159,Galaxy,SER,13.7,13.6,1.1',16 04.5,-02 07,241.11658333333332,-2.120972222222222,Sbc
NGC 6034,N/A,MCG   3-41- 62,Galaxy,HER,13.5,13.4,1',16 03.5,+17 12,240.88366666666667,17.198694444444445,Elliptical
NGC 6035,N/A,UGC 10154,Galaxy,HER,13.5,13.1,0.9',16 03.4,+20 53,240.85075,20.89125,SBc
NGC 6036,N/A,UGC 10163,Galaxy,SER,13.4,12.3,1.1',16 04.5,+03 52,241.12812499999998,3.868472222222222,Sa
NGC 6037,N/A,MCG   1-41-  9,Galaxy,SER,14,12.9,0.7',16 04.5,+03 49,241.12458333333333,3.815138888888889,Sab
NGC 6038,N/A,UGC 10149,Galaxy,CRB,13.5,13.6,1.1',16 02.7,+37 22,240.66895833333334,37.359500000000004,Sc
NGC 6041,N/A,UGC 10170,Galaxy,HER,13.7,-,1.3',16 04.6,+17 43,241.14699999999996,17.71925,SBO
NGC 6042,N/A,NGC 6039,Galaxy,HER,13.9,13.3,0.8',16 04.7,+17 42,241.164875,17.70086111111111,E-SO
NGC 6045,N/A,UGC 10177,Galaxy,HER,13.9,12.8,1.3',16 05.1,+17 45,241.28287500000002,17.757666666666665,SBc
NGC 6047,N/A,MCG   3-41- 87,Galaxy,HER,13.5,13.4,1.1',16 05.2,+17 44,241.2874583333333,17.729888888888887,EO
NGC 6048,N/A,UGC 10124,Galaxy,UMI,12.3,13.7,2.2',15 57.5,+70 41,239.37604166666665,70.68911111111112,E2
NGC 6051,N/A,IC 4588,Galaxy,SER,13.1,13.2,1.3',16 04.9,+23 56,241.23612500000002,23.932694444444447,E4
NGC 6052,N/A,NGC 6064-1,Galaxy,HER,13,12.4,0.8',16 05.2,+20 32,241.30412499999997,20.542361111111113,Pec
NGC 6055,N/A,UGC 10191,Galaxy,HER,13.7,13,1',16 05.5,+18 10,241.41520833333334,18.16436111111111,SBO-a Ring
NGC 6056,N/A,IC 1176,Galaxy,HER,13.9,12.9,0.9',16 05.5,+17 58,241.38033333333328,17.963638888888887,SBO-a
NGC 6058,N/A,PK 64+48.1,Pln Neb,HER,13,10.8,25'',16 04.4,+40 41,241.11058333333335,40.683055555555555,3(2)
NGC 6060,N/A,UGC 10196,Galaxy,HER,13.1,13.8,2',16 05.9,+21 29,241.46658333333332,21.484972222222222,SBbc
NGC 6061,N/A,UGC 10199,Galaxy,HER,13.6,13.3,1',16 06.3,+18 15,241.5667916666667,18.249944444444445,SO
NGC 6062,N/A,UGC 10202,Galaxy,HER,13.6,13.5,1.2',16 06.4,+19 47,241.59508333333332,19.77797222222222,SBbc
NGC 6063,N/A,UGC 10210,Galaxy,SER,13.1,13.3,1.7',16 07.2,+07 59,241.804125,7.979,Sc
NGC 6067,N/A,OCL  953,Opn CL,NOR,5.6,-,13',16 13.2,-54 13,243.29604166666667,-54.218944444444446,I 2 r
NGC 6068,N/A,UGC 10126,Galaxy,UMI,12.8,12.4,1',15 55.4,+79 00,238.85829166666667,78.99677777777778,SBbc
NGC 6068A,N/A,MCG  13-11- 17,Galaxy,UMI,14,11.8,0.9',15 54.8,+78 59,238.69795833333336,78.98511111111111,SO
NGC 6070,N/A,UGC 10230,Galaxy,SER,11.8,13.7,3.6',16 10.0,+00 43,242.49454166666663,0.7093055555555555,Sc
NGC 6071,N/A,MCG  12-15- 47,Galaxy,UMI,14,13.6,0.8',16 02.1,+70 25,240.5292916666667,70.41702777777778,E-SO
NGC 6072,N/A,PK 342+0.1,Pln Neb,SCO,14,11.7,50'',16 13.0,-36 14,243.2425,-36.230000000000004,3a
NGC 6073,N/A,UGC 10235,Galaxy,HER,13.5,13.2,1.3',16 10.2,+16 42,242.5452083333334,16.69961111111111,Sc
NGC 6077,N/A,UGC 10254,Galaxy,CRB,13.3,13.5,1.2',16 11.2,+26 55,242.80883333333333,26.923416666666668,Elliptical
NGC 6079,N/A,IC 1200,Galaxy,DRA,12.7,13.1,1.4',16 04.5,+69 40,241.12170833333334,69.66577777777778,Elliptical
NGC 6080,N/A,UGC 10268,Galaxy,SER,14,-,1.2',16 13.0,+02 11,243.24583333333334,2.1791666666666667,Sab
NGC 6081,N/A,IC 1202,Galaxy,HER,13.1,13,1.8',16 12.9,+09 52,243.23691666666667,9.867111111111111,SO
NGC 6084,N/A,UGC 10291,Galaxy,HER,13.9,13.1,1',16 14.3,+17 45,243.56966666666668,17.757444444444445,Sab
NGC 6085,N/A,UGC 10269,Galaxy,CRB,13,13.6,1.5',16 12.6,+29 22,243.14675,29.365083333333335,Sa
NGC 6086,N/A,UGC 10270,Galaxy,CRB,12.8,13.5,1.7',16 12.6,+29 29,243.14804166666664,29.48477777777778,E2
NGC 6087,N/A,OCL  948,Opn CL,NOR,5.4,-,12',16 18.8,-57 56,244.71075000000002,-57.93458333333333,I 2 p
NGC 6088A,N/A,MCG  10-23- 29,Galaxy,DRA,14,-,0.4',16 10.7,+57 28,242.675,57.46666666666667,Sbc
NGC 6090,N/A,UGC 10267,Galaxy,DRA,14,-,0.6',16 11.7,+52 27,242.91958333333332,52.45666666666667,Sab
NGC 6092,N/A,N/A,2 Stars,CRB,13.2,-,N/A,16 14.1,+28 08,243.51916666666665,28.125611111111112,N/A
NGC 6094,N/A,UGC 10228,Galaxy,UMI,13.2,14.1,1.8',16 06.6,+72 30,241.64125,72.49438888888889,SO
NGC 6095,N/A,UGC 10265,Galaxy,DRA,12.6,13.6,1.8',16 11.2,+61 16,242.79570833333332,61.26797222222222,E-SO
NGC 6100,N/A,UGC 10307,Galaxy,SER,13,13.7,1.8',16 16.9,+00 50,244.21820833333334,0.8413055555555556,Sa
NGC 6102,N/A,UGC 10300,Galaxy,CRB,13.8,13.6,1.2',16 15.6,+28 10,243.90383333333335,28.158583333333333,Sc
NGC 6103,N/A,UGC 10302,Galaxy,CRB,13.8,12.5,0.7',16 15.7,+31 58,243.93591666666669,31.963944444444444,Sbc
NGC 6104,N/A,UGC 10309,Galaxy,CRB,13.2,12.5,0.8',16 16.5,+35 42,244.12787499999996,35.70805555555556,Sba Ring
NGC 6106,N/A,UGC 10328,Galaxy,HER,12.2,13.4,2.4',16 18.8,+07 25,244.6965416666667,7.4108888888888895,Sc
NGC 6107,N/A,UGC 10311,Galaxy,CRB,13.8,13.2,0.9',16 17.3,+34 54,244.33387500000003,34.901944444444446,Elliptical
NGC 6109,N/A,UGC 10316,Galaxy,CRB,12.7,12.7,1',16 17.7,+35 00,244.41883333333334,35.00427777777778,SO
NGC 6111,N/A,MCG  11-20-  7,Galaxy,DRA,14,-,0.7',16 14.4,+63 16,243.59500000000003,63.26111111111111,Elliptical
NGC 6112,N/A,MCG   6-36- 17,Galaxy,CRB,13.9,12.4,0.5',16 18.0,+35 07,244.50233333333333,35.11027777777778,Elliptical
NGC 6115,N/A,Ru 118,Opn CL,NOR,11,-,3',16 24.4,-51 57,246.10991666666666,-51.948249999999994,I 2 p
NGC 6118,N/A,UGC 10350,Galaxy,SER,11.7,13.9,4.7',16 21.8,-02 17,245.45258333333334,-2.283444444444444,Sc
NGC 6120,N/A,UGC 10343,Galaxy,CRB,13.8,12.2,0.6',16 19.8,+37 46,244.95041666666663,37.77447222222222,Sd
NGC 6123,N/A,UGC 10333,Galaxy,DRA,13.8,12,0.8',16 17.3,+61 56,244.33225000000004,61.93911111111111,Sa
NGC 6124,N/A,Dunlop 514,Opn CL,SCO,5.8,-,29',16 25.3,-40 39,246.33358333333337,-40.65369444444444,II 3 m
NGC 6125,N/A,NGC 6127,Galaxy,DRA,13,-,1.4',16 19.2,+57 59,244.798125,57.98422222222222,Elliptical
NGC 6126,N/A,UGC 10353,Galaxy,CRB,13.6,13.1,0.8',16 21.5,+36 23,245.36637500000006,36.37663888888889,SO
NGC 6127,N/A,NGC 6125,Galaxy,DRA,12,12.7,1.4',16 19.2,+57 59,244.798125,57.98422222222222,Elliptical
NGC 6128,N/A,NGC 6125,Galaxy,DRA,13,-,1.4',16 19.2,+57 59,244.798125,57.98422222222222,Elliptical
NGC 6130,N/A,UGC 10347,Galaxy,DRA,13.5,13,1',16 19.6,+57 37,244.88933333333333,57.61497222222222,SBbc
NGC 6131A,N/A,NGC 6131,Galaxy,CRB,14,-,1',16 21.9,+38 56,245.47499999999997,38.93333333333333,SBc
NGC 6132,N/A,UGC 10363,Galaxy,HER,13.6,13.1,1.5',16 23.6,+11 47,245.91183333333333,11.786249999999999,Sab
NGC 6134,N/A,OCL  968,Opn CL,NOR,7.2,-,7',16 27.8,-49 09,246.94374999999997,-49.15116666666667,II 3 m
NGC 6137A,N/A,NGC 6137,Galaxy,CRB,14,-,1.9',16 23.1,+37 55,245.77500000000003,37.916666666666664,Elliptical
NGC 6139,N/A,GCL  43,Glob CL,SCO,9.2,-,5.5',16 27.7,-38 51,246.91879166666664,-38.84975,II
NGC 6140,N/A,UGC 10359,Galaxy,DRA,11.3,14.8,6.3',16 21.0,+65 23,245.24233333333333,65.39055555555557,SBc/P
NGC 6142,N/A,UGC 10366,Galaxy,CRB,13.8,13.6,2',16 23.4,+37 15,245.83779166666667,37.25838888888889,Sb
NGC 6143,N/A,UGC 10358,Galaxy,DRA,13.1,12.9,1',16 21.7,+55 05,245.42620833333336,55.08605555555556,SBbc
NGC 6144,N/A,GCL  42,Glob CL,SCO,9.1,-,6.2',16 27.2,-26 01,246.80891666666668,-26.02472222222222,XI
NGC 6146,N/A,UGC 10379,Galaxy,HER,12.5,12.7,1.3',16 25.2,+40 54,246.29316666666665,40.89286111111111,Elliptical
NGC 6149,N/A,UGC 10391,Galaxy,HER,13.5,13.2,1.1',16 27.4,+19 36,246.85095833333332,19.597194444444444,SO
NGC 6150A,N/A,NGC 6150,Galaxy,HER,14,-,1',16 25.8,+40 29,246.45,40.483333333333334,Elliptical
NGC 6152,N/A,OCL  961,Opn CL,NOR,8.1,-,25',16 32.8,-52 39,248.19008333333335,-52.644,II 2 m
NGC 6153,N/A,PK 341+5.1,Pln Neb,SCO,11.5,8.7,25'',16 31.5,-40 15,247.87766666666667,-40.25344444444445,4
NGC 6154,N/A,UGC 10382,Galaxy,HER,12.7,14.1,2.1',16 25.5,+49 50,246.377,49.840250000000005,SBa
NGC 6155,N/A,UGC 10385,Galaxy,HER,12.2,12.3,1.3',16 26.1,+48 22,246.53474999999997,48.36680555555556,Sc
NGC 6158,N/A,MCG   7-34- 41,Galaxy,HER,13.7,-,1.1',16 27.7,+39 23,246.920375,39.383,E-SO
NGC 6160,N/A,UGC 10400,Galaxy,HER,13.2,14.3,1.8',16 27.7,+40 56,246.92137499999998,40.927,E2
NGC 6162,N/A,UGC 10353,Galaxy,HER,13.6,13,0.9',16 28.4,+32 51,247.09320833333334,32.849333333333334,SO
NGC 6164,N/A,PK 336-0.1,Brt Neb,NOR,-,-,60'',16 33.7,-48 05,248.42433333333335,-48.08005555555556,3b
NGC 6165,N/A,PK 336-0.1,Brt Neb,NOR,-,-,60'',16 34.1,-48 09,248.514375,-48.1505,3b
NGC 6166,N/A,UGC 10409,Galaxy,HER,11.8,12.9,2.2',16 28.6,+39 33,247.1603333333333,39.55155555555555,E2p
NGC 6167,N/A,Harvard 11,Opn CL,NOR,6.7,-,8',16 34.6,-49 46,248.64575,-49.77188888888889,II 3 m
NGC 6169,Mu Normae Cluster,OCL  984,Opn CL,NOR,6.6,-,12',16 34.1,-44 03,248.51929166666665,-44.04563888888889,N/A
NGC 6172,N/A,UGC 10352,Galaxy,OPH,12.8,12.8,1',16 22.2,-01 31,245.54291666666668,-1.5148611111111112,Elliptical
NGC 6173,N/A,UGC 10421,Galaxy,HER,12.1,13.2,1.9',16 29.8,+40 49,247.43708333333333,40.811611111111105,E3
NGC 6174,N/A,N/A,Galaxy,HER,-,-,0.4',16 29.5,+40 52,247.4486666666667,40.871972222222226,N/A
NGC 6177,N/A,UGC 10428,Galaxy,HER,13.6,14.2,1.7',16 30.6,+35 03,247.662,35.056444444444445,SBb
NGC 6178,N/A,OCL  980,Opn CL,SCO,7.2,-,4',16 35.8,-45 39,248.94687499999998,-45.64375,I 3 p
NGC 6181,N/A,UGC 10439,Galaxy,HER,11.9,12.8,2.5',16 32.3,+19 50,248.08733333333333,19.826555555555554,SBc
NGC 6182,N/A,UGC 10424,Galaxy,DRA,13.5,13.4,1.7',16 29.6,+55 31,247.39166666666668,55.51777777777777,Sa
NGC 6185,N/A,UGC 10444,Galaxy,HER,13.3,13.3,1.2',16 33.3,+35 21,248.32429166666668,35.342333333333336,Sa
NGC 6186,N/A,UGC 10448,Galaxy,HER,12.9,13.4,1.5',16 34.4,+21 32,248.60616666666664,21.54088888888889,SBa
NGC 6188,N/A,ESO 226-EN19,Brt Neb,ARA,-,-,20',16 40.1,-48 40,250.02433333333337,-48.662277777777774,E+R
NGC 6189,N/A,NGC 6191,Galaxy,DRA,12.7,13.1,1.9',16 31.7,+59 38,247.92041666666665,59.626111111111115,SBc
NGC 6190,N/A,UGC 10443,Galaxy,DRA,12.6,13.1,1.4',16 32.1,+58 26,248.0279166666667,58.43897222222222,Sc
NGC 6191,N/A,NGC 6189,Galaxy,DRA,13.3,-,1.9',16 31.7,+59 38,242.87704166666666,58.78583333333333,SBc
NGC 6192,N/A,OCL  988,Opn CL,SCO,8.5,-,9',16 40.4,-43 22,250.09945833333336,-43.36680555555556,I 2 p
NGC 6193,N/A,OCL  975,Opn CL,ARA,5.2,-,15',16 41.3,-48 46,250.33429166666667,-48.76252777777778,II 3 p n
NGC 6195,N/A,UGC 10469,Galaxy,HER,13,13.4,1.5',16 36.5,+39 02,249.13570833333335,39.02788888888889,Sb
NGC 6196,N/A,IC 4615,Galaxy,HER,12.9,13.7,1.3',16 37.9,+36 04,249.47466666666665,36.073055555555555,E-SO
NGC 6198,N/A,UGC 10467,Galaxy,DRA,13.6,13.2,1',16 35.5,+57 29,248.87770833333332,57.48677777777778,Elliptical
NGC 6200,N/A,OCL  978,Opn CL,ARA,7.4,-,12',16 44.1,-47 28,251.03062500000001,-47.46266666666667,III 2 m
NGC 6204,N/A,OCL  982,Opn CL,ARA,8.2,-,5',16 46.2,-47 01,251.53958333333333,-47.01697222222222,I 2 p
NGC 6206,N/A,IC 1227,Galaxy,DRA,13.6,12.7,0.7',16 40.1,+58 37,250.0329166666667,58.61736111111111,SO
NGC 6207,N/A,UGC 10521,Galaxy,HER,11.6,12.9,3',16 43.1,+36 50,250.76562499999997,36.83241666666667,Sc
NGC 6208,N/A,OCL  964,Opn CL,ARA,7.2,-,18',16 49.5,-53 44,252.3674583333333,-53.72833333333333,II 1 m
NGC 6210,Turtle Planetary Nebula,PK 43+37.1,Pln Neb,HER,9.7,5.9,20'',16 44.5,+23 48,251.123,23.799833333333336,2(3b)
NGC 6211,N/A,UGC 10516,Galaxy,DRA,12.6,13.3,1.6',16 41.5,+57 47,250.36516666666668,57.78363888888889,SBO
NGC 6215,N/A,ESO 137-46,Galaxy,ARA,11.5,12.8,2.2',16 51.1,-59 00,252.778375,-58.99347222222222,Sc
NGC 6215A,N/A,ESO 138- 4,Galaxy,ARA,13.4,13,1.5',16 52.8,-58 57,253.24770833333332,-58.94799999999999,Sb
NGC 6216,N/A,NGC 6222,Opn CL,SCO,10.1,-,4',16 49.4,-44 44,252.348375,-44.73152777777778,II 2 p
NGC 6217,N/A,UGC 10470,Galaxy,UMI,11.2,13.2,3.3',16 32.6,+78 12,248.16333333333336,78.19816666666667,SBbc Ring
NGC 6220,N/A,UGC 10541,Galaxy,OPH,13.7,13.9,1.7',16 47.2,-00 17,251.80533333333335,-0.27547222222222223,Sab
NGC 6221,N/A,ESO 138- 3,Galaxy,ARA,9.9,12.1,3.9',16 52.8,-59 13,253.19199999999998,-59.218611111111116,SBc
NGC 6222,N/A,NGC 6216,Opn CL,SCO,10,-,4',16 49.4,-44 44,255.18916666666664,-44.65497222222222,N/A
NGC 6223,N/A,UGC 10527,Galaxy,DRA,11.9,14.1,3.5',16 43.1,+61 35,250.7679583333333,61.57891666666667,E-SO
NGC 6224,N/A,UGC 10555,Galaxy,HER,13.5,13.1,0.9',16 48.3,+06 19,252.07725000000002,6.312222222222222,E-SO
NGC 6225,N/A,UGC 10556,Galaxy,HER,13.8,12.9,0.9',16 48.4,+06 13,252.08991666666665,6.222777777777778,E-SO
NGC 6226,N/A,UGC 10532,Galaxy,DRA,14,-,0.8',16 43.4,+61 59,250.84679166666663,61.98394444444445,S pec
NGC 6227,N/A,ESO 332-**5,Opn CL,SCO,5,-,18',16 51.6,-41 13,252.8905,-41.23052777777778,N/A
NGC 6228,N/A,UGC 10558,Galaxy,HER,13.9,13.3,1.1',16 48.0,+26 13,252.01108333333335,26.213555555555555,Sb Ring
NGC 6229,N/A,GCL  47,Glob CL,HER,9.4,-,3.8',16 47.0,+47 32,251.74524999999997,47.52780555555555,IV
NGC 6231,Table of Scorpius,Dunlop 520,Opn CL,SCO,2.6,-,15',16 54.2,-41 49,253.5455,-41.824250000000006,I 3 r n
NGC 6232,N/A,UGC 10537,Galaxy,DRA,12.5,13.4,1.6',16 43.3,+70 38,250.8343333333333,70.63252777777777,SBa
NGC 6233,N/A,UGC 10573,Galaxy,HER,13.3,13.5,1.4',16 50.3,+23 35,252.56541666666666,23.579833333333333,SO
NGC 6235,N/A,GCL  48,Glob CL,OPH,8.9,-,1.9',16 53.4,-22 11,253.35566666666668,-22.177444444444447,X
NGC 6236,N/A,UGC 10546,Galaxy,DRA,11.9,13.5,2.9',16 44.6,+70 47,251.14437500000003,70.78022222222222,SBc
NGC 6239,N/A,UGC 10577,Galaxy,HER,12.4,13.5,2.4',16 50.1,+42 44,252.52074999999996,42.739694444444446,SBb
NGC 6240,N/A,IC 4625,Galaxy,OPH,12.9,13.7,2.1',16 53.0,+02 24,253.2452916666667,2.4009166666666664,Irp
NGC 6242,N/A,OCL 1001,Opn CL,SCO,6.4,-,9',16 55.6,-39 28,253.88933333333335,-39.46094444444445,I 3 m
NGC 6244,N/A,UGC 10568,Galaxy,DRA,13.5,12.7,1.6',16 48.1,+62 12,252.01629166666666,62.20044444444445,SBa
NGC 6246,N/A,UGC 10580,Galaxy,DRA,13.6,13.4,1.5',16 49.9,+55 33,252.46966666666663,55.54205555555556,SBb
NGC 6246A,N/A,UGC 10584,Galaxy,DRA,13.4,14.9,2.2',16 50.2,+55 23,252.55825,55.38461111111111,SBc/P
NGC 6247,N/A,UGC 10572,Galaxy,DRA,13.5,-,1',16 48.3,+62 59,252.08433333333335,62.976416666666665,Pec
NGC 6248,N/A,UGC 10564,Galaxy,DRA,13.1,14.4,3.1',16 46.4,+70 21,251.591625,70.35880555555555,SBcd
NGC 6249,N/A,OCL  994,Opn CL,SCO,8.2,-,6',16 57.7,-44 49,254.42291666666668,-44.81188888888889,II 1 p
NGC 6250,N/A,OCL  991,Opn CL,ARA,5.9,-,10',16 57.9,-45 56,254.48362499999996,-45.936638888888886,IV 3 p
NGC 6251,N/A,UGC 10501,Galaxy,UMI,12.6,13.7,1.8',16 32.5,+82 32,248.13320833333339,82.53788888888889,Elliptical
NGC 6253,N/A,OCL  972,Opn CL,ARA,10.2,-,4',16 59.1,-52 43,254.77137500000003,-52.70880555555556,I 3 m
NGC 6255,N/A,UGC 10606,Galaxy,HER,12.7,14.4,3.6',16 54.8,+36 30,253.69979166666664,36.50111111111111,SBc
NGC 6256,N/A,Pal 15,Glob CL,SCO,11.3,-,2.5',16 59.5,-37 07,254.88620833333334,-37.12141666666667,N/A
NGC 6258,N/A,UGC 10595,Galaxy,DRA,13.4,12.9,0.9',16 52.5,+60 31,253.12412500000002,60.51452777777778,Elliptical
NGC 6259,N/A,OCL  996,Opn CL,SCO,8,-,10',17 00.8,-44 39,255.18916666666664,-44.65497222222222,III 2 m
NGC 6261,N/A,UGC 10617,Galaxy,HER,14,13.1,1.2',16 56.5,+27 59,254.12716666666665,27.9775,Sa
NGC 6263,N/A,UGC 10618,Galaxy,HER,13.7,13.4,0.9',16 56.7,+27 49,254.18,27.82208333333333,Elliptical
NGC 6267,N/A,UGC 10628,Galaxy,HER,13.1,13.2,1.3',16 58.1,+22 59,254.5360833333333,22.985111111111113,SBc
NGC 6268,N/A,OCL 1002,Opn CL,SCO,9.5,-,6',17 02.2,-39 44,255.54329166666668,-39.72822222222222,II 2 p
NGC 6269,N/A,UGC 10629,Galaxy,HER,12.2,13.4,2',16 58.0,+27 51,254.4920416666667,27.854333333333336,Elliptical
NGC 6271,N/A,MCG   5-40- 16,Galaxy,HER,14,13.5,0.8',16 58.8,+27 58,254.71154166666668,27.96463888888889,S
NGC 6278,N/A,UGC 10656,Galaxy,HER,12.4,13.3,2.1',17 00.8,+23 01,255.20970833333334,23.011027777777777,SO
NGC 6279,N/A,UGC 10645,Galaxy,HER,13.6,13.6,1.1',16 59.0,+47 14,254.75595833333335,47.23716666666667,SBO
NGC 6281,N/A,OCL 1003,Opn CL,SCO,5.4,-,200',17 04.7,-37 59,256.1720833333333,-37.98522222222223,II 2 p n
NGC 6283,N/A,UGC 10652,Galaxy,HER,13.5,-,1.1',16 59.4,+49 55,254.86070833333338,49.92197222222222,S Ring
NGC 6284,N/A,GCL  53,Glob CL,OPH,9,-,2.7',17 04.5,-24 46,256.1197916666667,-24.764333333333333,IX
NGC 6285,N/A,MCG  10-24- 81,Galaxy,DRA,13.5,13.3,1.2',16 58.4,+58 57,254.60004166666664,58.95597222222222,Sa
NGC 6286,N/A,UGC 10647,Galaxy,DRA,13.3,13.6,1.3',16 58.5,+58 56,254.63075,58.936249999999994,SB/P
NGC 6287,N/A,GCL  54,Glob CL,OPH,9.2,-,2.7',17 05.2,-22 42,256.28891666666664,-22.708,VII
NGC 6290,N/A,UGC 10665,Galaxy,DRA,13.5,13.4,1.1',17 00.9,+58 58,255.23512500000004,58.9705,SBa
NGC 6292,N/A,UGC 10684,Galaxy,DRA,13.5,13.6,1.6',17 03.1,+61 03,255.76445833333335,61.04388888888889,Sbc
NGC 6293,N/A,GCL  55,Glob CL,OPH,8.2,-,3.5',17 10.2,-26 35,257.543375,-26.58175,IV
NGC 6296,N/A,UGC 10719,Galaxy,OPH,13.4,12.9,0.9',17 08.7,+03 54,257.18529166666667,3.894083333333333,SBbc
NGC 6297,N/A,UGC 10690,Galaxy,DRA,13.6,12.3,0.7',17 03.6,+62 02,255.90229166666666,62.02561111111111,SO
NGC 6301,N/A,IC 4643;H IV 57,Galaxy,HER,13.4,14.5,2.3',17 08.5,+42 20,257.13641666666666,42.339111111111116,Sc
NGC 6302,Bug Nebula,PK 349+1.1,Pln Neb,SCO,12.8,9,72'',17 13.7,-37 06,258.4359583333333,-37.10313888888889,6
NGC 6303,N/A,UGC 10711,Galaxy,DRA,13.7,13.8,1.3',17 05.0,+68 50,256.26154166666663,68.82758333333332,Elliptical
NGC 6304,N/A,GCL  56,Glob CL,OPH,8.4,-,3.8',17 14.5,-29 28,258.6354583333333,-29.46227777777778,VI
NGC 6305,N/A,ESO 138-19,Galaxy,ARA,13.2,-,1.8',17 18.0,-59 10,259.5038333333333,-59.17208333333333,E-S0  B
NGC 6306,N/A,UGC 10724,Galaxy,DRA,13.7,12.3,1',17 07.6,+60 44,256.90408333333335,60.72888888888889,SBab/P
